claim_id,episode,kind,publisher,state,date,search_term,page_url,quote
1,1910 Recession,crisis,"the nashville globe (nashville, tenn.) 1906-193?",tennessee,1910-06-17,business depression,http://www.loc.gov/resource/sn86064259/1910-06-17/ed-1/?sp=3,"The self-respecting and thrif ty Negroes get a willing and helping hand from the whites, but the tough element is required to \""move on.\"" The general business depression throughout the country is showing its effect here as elsewhere, for the wheels of most of the Industrial plants are idle and will remain so un til the business depression is lifted."
2,1910 Recession,crisis,"the laramie republican (laramie, wyo.) 18??-1923",wyoming,1910-08-08,business depression,http://www.loc.gov/resource/sn92066979/1910-08-08/ed-1/?sp=1,"Next year the regatta will be held in French waters, and in 1912 Germany will be in charge of the event."
3,1910 Recession,crisis,"the laramie republican (laramie, wyo.) 18??-1923",wyoming,1910-08-08,business depression,http://www.loc.gov/resource/sn92066979/1910-08-08/ed-1/?sp=1,will blldtFroad TO STEAMBOAT SPRINGS NEW YORK MAN RETURNS TO THAT CITY FROM THIS AND MAKES ANNOUNCEMENT.
4,1910 Recession,crisis,"the laramie republican (laramie, wyo.) 18??-1923",wyoming,1910-08-08,business depression,http://www.loc.gov/resource/sn92066979/1910-08-08/ed-1/?sp=1,"\u2014Laurence Bar num, who has just returned from a trip with a party of Boston and Chi cago bankers over the Laramie, Hahns Peak and Pacific railway, the road which is being built southwest from Laramie, on the Union Pacific into the coal fields of northwest Colorado, says that the railroad is opening up a vast territory that has a large tonnage of not only coal, but cattle and all kinds of agricultural products which will be moved over Its lines."
5,1910 Recession,crisis,"the laramie republican (laramie, wyo.) 18??-1923",wyoming,1910-08-08,business depression,http://www.loc.gov/resource/sn92066979/1910-08-08/ed-1/?sp=1,"\u201cI believe that when this road gets into Steamboat Springs it will get practically the entire freight from that district, which comprises 200,000 acres of rich agricultural valley land."
6,1910 Recession,crisis,"the laramie republican (laramie, wyo.) 18??-1923",wyoming,1910-08-08,business depression,http://www.loc.gov/resource/sn92066979/1910-08-08/ed-1/?sp=1,"The Laramie road will have an average grade of less than 1 per cent and a maximum grade of only 2 per cent, which is in favor of the way of great est tonnage."
7,1910 Recession,crisis,"the laramie republican (laramie, wyo.) 18??-1923",wyoming,1910-08-08,business depression,http://www.loc.gov/resource/sn92066979/1910-08-08/ed-1/?sp=1,"1 \""A tweney-five-year traffic agree ment has been signed with the Union Pacific and It is not expected that any other traffic agreements will be made.\u201d No Business Depression."
8,1910 Recession,crisis,"university missourian (columbia, mo.) 1908-1916",missouri,1910-06-17,business depression,http://www.loc.gov/resource/sn89066313/1910-06-17/ed-1/?sp=4,"He does not feel hall as sure of a retention of em ployment as he did before, and he 'knows that the expected advance in wages is rot to be forthcoming."
9,1910 Recession,crisis,"goodwin's weekly : a thinking paper for thinking people (salt lake city, utah) 1902-1929",utah,1910-11-05,business depression,http://www.loc.gov/resource/2010218519/1910-11-05/ed-1/?sp=4,"The case presents some inter esting possibilities, and the denouement will be closely watched by those who are even more fa miliar with the circumstances than are set forth above."
10,1910 Recession,crisis,"goodwin's weekly : a thinking paper for thinking people (salt lake city, utah) 1902-1929",utah,1910-11-05,business depression,http://www.loc.gov/resource/2010218519/1910-11-05/ed-1/?sp=4,It has been expected that the election of Dix in New York m Tuesday next will change the situation mightily and from the recent remarks made by the president of the National Copper Bank re garding conditions generally it is apparent that the tide is about to turn.
11,1910 Recession,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1910-06-02,business depression,http://www.loc.gov/resource/sn83030214/1910-06-02/ed-1/?sp=14,"\u201cBut wait until\u201dthe railroads begin to lay off men and countermand orders for new equipment, and then the public will wake up to what this thing means."
12,1910 Recession,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1910-06-02,business depression,http://www.loc.gov/resource/sn83030214/1910-06-02/ed-1/?sp=14,A protracted period of business depression will teach the people to give the railroads a chance.\u201d Opinion among railroad men had not had time to crystallize yesterday and few of them were ready to talk for publication.
13,1910 Recession,crisis,"the richmond virginian (richmond, va.) 1910-1920",virginia,1911-01-28,business depression,http://www.loc.gov/resource/sn90052005/1911-01-28/ed-1/?sp=36,"It means, logically, that the property Its*If will continue to enhance in its selling value."
14,1910 Recession,crisis,"the richmond virginian (richmond, va.) 1910-1920",virginia,1911-01-28,business depression,http://www.loc.gov/resource/sn90052005/1911-01-28/ed-1/?sp=36,"It Is true there has been some abatement in \u2022peculathe demand for all classes of property, but more particularly for lots for residences; yet it can be confidently assumed that after a little while there will be a resumption of activity in that class of property; which notwithstanding its rather sluggish condition during the latt few months, has more than held its own."
15,1910 Recession,crisis,"the commoner (lincoln, neb.) 1901-1923",nebraska,1910-10-14,business depression,http://www.loc.gov/resource/46032385/1910-10-14/ed-1/?sp=3,"\""Wo approve moBt heartily tho establishment of tho tariff commission, which will render un necessary In tho futuro a goneral revision of tho tariff with its attondant business depression."
16,1910 Recession,crisis,"goodwin's weekly : a thinking paper for thinking people (salt lake city, utah) 1902-1929",utah,1910-12-31,business depression,http://www.loc.gov/resource/2010218519/1910-12-31/ed-1/?sp=1,"GOODWIN Editor The Old Flag WITH all the business depression; the rob bing prices for food; the political conten tion and the coming meetings of so many state legislatures, it is a comfort to think that the old flag is \""still full high advanced,\"" that on the next Fourth of July two more stars will be added to its shining constellation; that the history of past triumphs and the power of the Republic be hind it gives it a."
17,1910 Recession,crisis,"goodwin's weekly : a thinking paper for thinking people (salt lake city, utah) 1902-1929",utah,1910-12-31,business depression,http://www.loc.gov/resource/2010218519/1910-12-31/ed-1/?sp=1,"sovereign dignity which all the i nations, civilized and half civilized, acknowledge, J and we are all dreaming of the day when it will again light every sea, and give notice in every port that the Great Republic seeks peace with all the earth; but holds Itself in readiness to com mand that peace If need be."
18,1910 Recession,crisis,"goodwin's weekly : a thinking paper for thinking people (salt lake city, utah) 1902-1929",utah,1910-12-31,business depression,http://www.loc.gov/resource/2010218519/1910-12-31/ed-1/?sp=1,New Year's Greetings TpOMORROW another New Year will dawn-upon J the world.
19,1910 Recession,crisis,"the bennington evening banner (bennington, vt.) 19??-1961",vermont,1910-10-07,business depression,http://www.loc.gov/resource/sn95066012/1910-10-07/ed-1/?sp=5,"\""It's only a question of time till lot of them break through at the same time and they will make splash that will go around the conn try."
20,1910 Recession,crisis,"east oregonian : e.o (pendleton, umatilla co., or.;pendleton, or) 1888-current",oregon,1910-12-21,business depression,http://www.loc.gov/resource/sn88086023/1910-12-21/ed-1/?sp=6,"In the face of this business activity and influx of new citizens, great things are predicted for the census reports ten years hence."
21,1910 Recession,crisis,"rogue river courier (grants pass, or.) 1886-1927",oregon,1910-12-02,business depression,http://www.loc.gov/resource/sn96088281/1910-12-02/ed-1/?sp=7,"Hill, the veteran railroader, \""that business conditions are not sat isfactory.\"" The News Rurcau, a Wall street organ, declares that the reason for tho unrest ln financial circles Is \""because railroads and cor porations are determined to proceed cautiously until the rate question and other similar matters have been settled.\"" Unless rates are increased, orders for new equipment will be cancelled by the railroads and the old Inten tion of abandoning Improvements and extensions will again be voiced, according to tho Railway Business association."
22,1910 Recession,crisis,"daily capital journal (salem, oregon) 1903-1919",oregon,1910-11-29,business depression,http://www.loc.gov/resource/sn99063957/1910-11-29/ed-1/?sp=5,The fall in Idaho's rivers to great euough to allow of power sites all along and It will one day be the great power state.
23,1910 Recession,crisis,"the wallace miner (wallace, idaho) 1907-current",idaho,1910-12-22,business depression,http://www.loc.gov/resource/sn85007266/1910-12-22/ed-1/?sp=4,"Publicity laws and federal indictments have been direct results of the boom, and it is' i to be expected that at least there will be more care exercised, i and lese daring sailing close to the rocks attempted, than was the case before."
24,1910 Recession,crisis,"williston graphic (williston, williams county, n.d.) 1895-1919",north dakota,1911-02-02,business depression,http://www.loc.gov/resource/sn88076270/1911-02-02/ed-1/?sp=2,"It means that our entire stock, except wash dresses, will de sold at 25, 33s and SO per cent off from the original price."
25,1910 Recession,crisis,"williston graphic (williston, williams county, n.d.) 1895-1919",north dakota,1911-02-02,business depression,http://www.loc.gov/resource/sn88076270/1911-02-02/ed-1/?sp=2,Garrison will go east in a few days to purchase goods for spring and early summer\u2014and it takes cash to buy goods this season.
26,1910 Recession,crisis,"tanana leader (tanana, alaska) 1909-1910",alaska,1910-06-30,business depression,http://www.loc.gov/resource/sn95060049/1910-06-30/ed-1/?sp=4,"High ceilings, generous size, wide halls, every arrangement was made with the object in view of afford ing a thorough ventilation Steam heat and sanitary plumbing will be installed as quickly as circumstances will permit, and every appointment of the establish ment will be brought to a high standard of modern excellence."
27,1910 Recession,crisis,"tanana leader (tanana, alaska) 1909-1910",alaska,1910-06-30,business depression,http://www.loc.gov/resource/sn95060049/1910-06-30/ed-1/?sp=4,"Anicich commenced the erection of the Tower House last year, when business depression was widespread and the outlook for the country and the town was not the brightest."
28,1910 Recession,crisis,"the arizona range news (willcox, cochise county, a.t. [ariz.]) 1897-current",arizona,1910-11-04,business depression,http://www.loc.gov/resource/sn95060997/1910-11-04/ed-1/?sp=1,"In the case of Mascot there will be no cessation of production for the reason that this camp\u2019s ore contains a higher percentage of copper, relative ly speaking, besides sufficient gold and silver to defray the expense of mining."
29,1910 Recession,crisis,the san francisco call (san francisco [calif.]) 1895-1913,california,1910-07-15,business depression,http://www.loc.gov/resource/sn85066387/1910-07-15/ed-1/?sp=16,"the /ear of business depression immediately afterward will have their doubts dispelled by the facts and' figures- which\"" the -publicity com mittee."
30,1910 Recession,crisis,the san francisco call (san francisco [calif.]) 1895-1913,california,1910-07-15,business depression,http://www.loc.gov/resource/sn85066387/1910-07-15/ed-1/?sp=16,"Clearing .house reports, realty sales, statistics: of building permits all show- Chicago- slowly forging ahead duringrthe,\"" few tumultuous years in which.t he.f ull- effect.o f the great panic was felt."
31,1910 Recession,crisis,"san antonio light and gazette (san antonio, tex.) 1909-1911",texas,1911-01-29,business depression,http://www.loc.gov/resource/sn86090238/1911-01-29/ed-1/?sp=42,"In the fiscal year 1908, a year of business depression, the total fell to $16,750,000, returning to $29,- 000,000 in 1909 and $48,000,000 in the fiscal year 1910, while the figures of the \u2666cal endar year will not materially differ from those of the flscal year."
32,1910 Recession,crisis,"san antonio light and gazette (san antonio, tex.) 1909-1911",texas,1911-01-29,business depression,http://www.loc.gov/resource/sn86090238/1911-01-29/ed-1/?sp=42,"In auto mobiles, art works, laces, feathers, furs, wines and liquors, tobacco, decorated chinaware and numerous other articles named in the list of Importations, the figures of 1910 are large, and the Impor tation of articles usually classed as \""luxuries\u201d will show a total of between two hun dred and three hundred million dollars\u2019 value."
33,1910 Recession,crisis,"the farmer and mechanic (raleigh, n.c.) 18??-19??",north carolina,1910-06-14,business outlook,http://www.loc.gov/resource/sn99061556/1910-06-14/ed-1/?sp=9,V:th Good Ontlook for AVheat and tton Crops the Business Outlook improves.
34,1910 Recession,crisis,"the farmer and mechanic (raleigh, n.c.) 18??-19??",north carolina,1910-06-14,business outlook,http://www.loc.gov/resource/sn99061556/1910-06-14/ed-1/?sp=9,"Dunn mpany's Weekly Review of Trade tomorrow will say: With a compromise effected on the question of railroad rates which, though depending in part on action hy Congress on the railroad bill, is sgarded as satisfactory, and with Top prospects for both wheat and cotton decidedly good, the business outlook shows much improvement vcr last week."
35,1910 Recession,crisis,"the washington herald (washington, d.c.) 1906-1939",district of columbia,1910-06-11,business outlook,http://www.loc.gov/resource/sn83045433/1910-06-11/ed-1/?sp=11,"abl; do., medium, 8; grass, Cowes Prime, fresh, each, 35.00245.00; do,, come mon, S:00880.00; do, oid snd dry, 1000815.00, \u2018WEEKLY REVIEW OF TRADE Railroad Compromise and Crop Prospects Improve the Business Outlook."
36,1910 Recession,crisis,"the washington herald (washington, d.c.) 1906-1939",district of columbia,1910-06-11,business outlook,http://www.loc.gov/resource/sn83045433/1910-06-11/ed-1/?sp=11,"to-morrow will say: \u201cWith a compromise effected on the question of raflroad rates, which, though depending, in part, on action by Con gress on the rallroad bill, is regarded as satisfactory, and with crop prospects for both wheat and cotton decidedly good, the \u2018business outlook shows much improve ment over last week."
37,1910 Recession,crisis,"evening journal (wilmington, del.) 1888-1932",delaware,1910-09-24,business outlook,http://www.loc.gov/resource/sn85042354/1910-09-24/ed-1/?sp=7,"The weekly trade review-\u00bb think the business outlook somewhat uncer tain, although not necessarily alarm ingly so."
38,1910 Recession,crisis,"evening journal (wilmington, del.) 1888-1932",delaware,1910-09-24,business outlook,http://www.loc.gov/resource/sn85042354/1910-09-24/ed-1/?sp=7,"In spile of the reduced yield of spring wheat; with polities becoming so intense and un certain as to make enterprise timid, and with the railroads and shippers engaged in a dispute over rates, the business outlook is mixed, trade re action being very plain in some im portant directions, while at Ihe samn lime there are streaks of progress and activity."
39,1910 Recession,crisis,"the marion daily mirror (marion, ohio) 1892-1912",ohio,1910-12-10,business outlook,http://www.loc.gov/resource/sn88077573/1910-12-10/ed-1/?sp=1,"\""I nm an optimist In regard to tho ultimate business outlook and bellove that all questions will sooner or later be adjusted on a basis which will hi mutually satisfactory to all.\"" Horo to preside over tho conven tion of tho Association of Life Insur ance Presidents, Morton refused to discuss tho possible effect further re vision of tho tariff would havo on business, but assorted that now thn' tho Democrats worn In power, thc would probably \""play politics.\"" BECOME ANGRY And go Out Rioting And Throwing Bombs, Scores Being Hurt And Proper ty is Destroyed."
40,1910 Recession,crisis,"union county courier (elk point, union county, d.t. [s.d.]) 187?-1913",south dakota,1910-06-23,business outlook,http://www.loc.gov/resource/sn84022137/1910-06-23/ed-1/?sp=6,BUSINESS OUTLOOK DISTINCTLY BETTER Crop News Oontinnea Xncour.
41,1910 Recession,crisis,"union county courier (elk point, union county, d.t. [s.d.]) 187?-1913",south dakota,1910-06-23,business outlook,http://www.loc.gov/resource/sn84022137/1910-06-23/ed-1/?sp=6,"Dunn says: Crop news continue encouraging, the ron and steel market improves, while foreign trade now shows an excess of export, and In these three important artlculars the business outlook is dis tinctly better."
42,1910 Recession,crisis,"the citizen (berea, ky.) 1899-1958",kentucky,1911-02-23,business outlook,http://www.loc.gov/resource/sn85052076/1911-02-23/ed-1/?sp=2,Schwab Returns From Eu rope In Optlmlttlc Mood Over Business Outlook.
43,1910 Recession,crisis,"the citizen (berea, ky.) 1899-1958",kentucky,1911-02-23,business outlook,http://www.loc.gov/resource/sn85052076/1911-02-23/ed-1/?sp=2,Schwnb re turned on tho Maurctanla Friday from his midwinter vacation In Hurnpo a more pronounced optimist as to tho world-wide business outlook for the venr than ho was when ho left New York threo months ago.
44,1910 Recession,crisis,"san antonio light and gazette (san antonio, tex.) 1909-1911",texas,1910-12-16,business outlook,http://www.loc.gov/resource/sn86090238/1910-12-16/ed-1/?sp=9,The outlook could not be better than It Is today In the vicinity of Cam eron.\u2019\u2019 LEACH SEES PROSPERITY.
45,1910 Recession,crisis,"san antonio light and gazette (san antonio, tex.) 1909-1911",texas,1910-12-16,business outlook,http://www.loc.gov/resource/sn86090238/1910-12-16/ed-1/?sp=9,Freight Agent Pleased With Business Outlook in 'Texas for 1911.
46,1910 Recession,crisis,"san antonio light and gazette (san antonio, tex.) 1909-1911",texas,1910-12-16,business outlook,http://www.loc.gov/resource/sn86090238/1910-12-16/ed-1/?sp=9,He expressed himself as pleased with the business outlook for Texas In 1911.
47,1910 Recession,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1910-11-28,business outlook,http://www.loc.gov/resource/sn83030214/1910-11-28/ed-1/?sp=12,"considering public gen timent and the business outlook, for them to invest in."
48,1910 Recession,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1910-11-28,business outlook,http://www.loc.gov/resource/sn83030214/1910-11-28/ed-1/?sp=12,"1 fe TI \u201cThat will happen, d say, therefore is 2 matter of ceriainty."
49,1910 Recession,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1910-11-28,business outlook,http://www.loc.gov/resource/sn83030214/1910-11-28/ed-1/?sp=12,"Enterprise in all Ines will come 10 a standstill, There will be no progress."
50,1910 Recession,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1910-11-28,business outlook,http://www.loc.gov/resource/sn83030214/1910-11-28/ed-1/?sp=12,"considering public gen timent and the business outlook, for them 10 invest in."
51,1910 Recession,crisis,new-york tribune (new york [n.y.]) 1866-1924,new york,1910-11-28,business outlook,http://www.loc.gov/resource/sn83030214/1910-11-28/ed-1/?sp=12,"\u201cWhat will happen, d say, therefore is 2 matter of certainty."
52,1910 Recession,crisis,"daily kennebec journal (augusta, me.) 1870-1975 [microfilm reel]",maine,1910-06-11,business outlook,http://www.loc.gov/resource/sn82014248/1910-06-11/ed-1/?sp=8,Business Outlook Better Then for Last Week.
53,1910 Recession,crisis,"daily kennebec journal (augusta, me.) 1870-1975 [microfilm reel]",maine,1910-06-11,business outlook,http://www.loc.gov/resource/sn82014248/1910-06-11/ed-1/?sp=8,"Weekly Review of Trade tomor row will say: With a compromise effected on the question of railroad rates which, though depending in part on action by Congress on the railroad bills, is re garded as satisfactory; and with crop prospects for both wheat atu| cotton decidedly good, the business outlook shows much improvement over last week."
54,1910 Recession,crisis,"eagle river review (eagle river, wis.) 1890-1927",wisconsin,1911-02-24,business outlook,http://www.loc.gov/resource/sn85040614/1911-02-24/ed-1/?sp=2,Schwab Returns From Eu rope in Optimistic Mood Over Business Outlook.
55,1910 Recession,crisis,"eagle river review (eagle river, wis.) 1890-1927",wisconsin,1911-02-24,business outlook,http://www.loc.gov/resource/sn85040614/1911-02-24/ed-1/?sp=2,Schwab re turned on the Mauretania Friday from his midwinter vacation in Europe a more pronounced optimist as to the world-wide business outlook for the year than he was when he left New York three months ago.
56,1910 Recession,crisis,"wauwatosa news (wauwatosa, wis.) 1900-1948",wisconsin,1911-02-24,business outlook,http://www.loc.gov/resource/sn86086499/1911-02-24/ed-1/?sp=2,"\u201cIt was held with the expectation of making the consumer pay approximate ly 40 cents to 45 cents per pound for this butter for which the producers re ceive only about 20 cents per pound, and in paying the producer for his butter it Is bought in the form of what is known as butter fat \u2014in other words, they buy the cream separated from the milk and the trust concerns operating creameries figure on what Is known as an overrun of from 30 to 35 per cent."
57,1910 Recession,crisis,"wauwatosa news (wauwatosa, wis.) 1900-1948",wisconsin,1911-02-24,business outlook,http://www.loc.gov/resource/sn86086499/1911-02-24/ed-1/?sp=2,Schwab Returns From Eu rope In Optimistic Mood Over Business Outlook.
